unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
7486.0,1601329500.0,0.46,2.49,3.59,3.51,3.71,-,0.33,-,2.6,0.38,-,0.39,1.99,2.66,2.53,2.66,-,0.35,-,6.19,0.38,-
7487.0,1907046293.0,-,-,-,-,-,-,-,-,-,-,-,4.22,n.s.,n.s.,n.s.,n.s.,-,0.56,-,2.09,0.76,-
7488.0,1941069346.0,0.49,4.08,8.46,10.12,11.84,-,0.39,-,1.46,0.89,1.86,0.46,3.02,5.66,7.13,8.17,-,0.35,-,1.11,0.8,1.75
7489.0,1941423695.0,3.42,8.37,9.19,8.73,9.6,-,3.69,-,39.88,4.06,-,3,6.55,7.57,7.47,8.05,-,3.19,-,33.72,3.52,-
7490.0,1907236220.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7491.0,1907236217.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7492.0,1603034374.0,0.03,-,-,-,n.s.,-,0.13,-,-,0.67,-,-,-,-,-,-,-,-,-,-,-,-
7493.0,129852.0,0.65,1.62,1.9,0.73,0.66,-,0.46,-,1.12,0.77,-,-,-,-,-,-,-,0.77,-,101.91,0.77,-
7494.0,1941519586.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7495.0,2007776711.0,0.18,1.9,n.s.,n.s.,n.s.,-,0.2,-,0.34,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7496.0,2007192913.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7497.0,323314.0,0.19,5.52,62.95,62.95,62.95,-,0.34,-,1.38,0.89,-,-,-,-,-,-,-,-,-,-,-,-
7498.0,1943121899.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7499.0,1941311464.0,0.81,-,58.82,58.14,64.52,-,0.95,-,1.53,2.51,-,10.29,-,-,n.s.,n.s.,-,1.32,-,-,7.66,-
7500.0,1943118426.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7501.0,1941329691.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7502.0,1941429539.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7503.0,1907229047.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7504.0,1907230235.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7505.0,2007586121.0,1.28,n.s.,n.s.,n.s.,n.s.,-,0.44,-,1.11,0.77,-,-,-,-,-,-,-,-,-,-,-,-
7506.0,1941403289.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7507.0,1941171530.0,4.15,888.45,n.s.,n.s.,n.s.,-,3.16,-,4.79,15.53,-,-,-,-,-,-,-,-,-,-,-,-
7508.0,1941508594.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7509.0,1907147020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7510.0,1941183667.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7511.0,641203.0,1.24,1.36,4.11,4.24,4.24,-,0.44,-,6.07,0.47,-,3.3,4.01,n.s.,n.s.,n.s.,-,0.47,-,12.96,0.49,-
7512.0,1941431923.0,0.08,-,-,n.s.,-,-,0.75,-,-,1.2,-,-,-,-,-,-,-,-,-,-,-,-
7513.0,1943130502.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7514.0,1941526534.0,2.24,-,-,16.03,-,-,2.38,-,-,3.63,-,-,-,-,-,-,-,-,-,-,-,-
7515.0,1943105245.0,1.43,-,11.44,7.12,11,-,1.09,-,3.04,1.01,-,0.74,-,-,n.s.,n.s.,-,0.76,-,-,1.53,-
7516.0,1943338013.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7517.0,2007336256.0,32.99,n.s.,n.s.,n.s.,n.s.,-,1.01,-,85.54,1.05,1.83,225.33,n.s.,n.s.,n.s.,n.s.,-,1.97,-,18.65,2.2,0.4
7518.0,1909205113.0,0.38,-,-,1.5,-,-,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7519.0,1909042398.0,4.9,127.08,n.s.,n.s.,n.s.,-,0.76,-,19.37,59.94,-,-,-,-,-,-,-,-,-,-,-,-
7520.0,1907177327.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7521.0,1941430558.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7522.0,1943211888.0,0.01,-,-,1.82,-,-,0.01,-,-,0.72,-,-,-,-,-,-,-,-,-,-,-,-
7523.0,1907212043.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7524.0,1907069021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7525.0,1907069020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7526.0,1941289817.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7527.0,1907208890.0,0.54,-,119.05,119.05,161.29,-,0.77,-,4.11,0.95,-,-,-,-,-,-,-,-,-,-,-,-
7528.0,2007488057.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7529.0,1941420968.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7530.0,608340.0,0.77,4.82,5.72,5.94,5.13,-,0.76,-,1.46,1.8,-,0.71,2.86,3.3,3.54,2.8,-,0.43,-,0.8,1.31,-
7531.0,1943078523.0,0.16,n.s.,n.s.,n.s.,n.s.,-,0.36,-,0.3,n.s.,-,0.14,n.s.,n.s.,n.s.,n.s.,-,0.43,-,0.32,n.s.,-
7532.0,2007294991.0,1.48,7.63,8.49,8.49,11.32,-,2.67,-,6.67,4.45,-,1.53,5.56,6.08,6.08,8.07,-,2.08,-,7.52,2.87,-
7533.0,1943347342.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7534.0,1943281432.0,0.42,-,n.s.,n.s.,n.s.,-,0.44,-,3.57,0.51,-,-,-,-,-,-,-,-,-,-,-,-
7535.0,1941337399.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7536.0,2007497781.0,0.81,9.46,13.64,22.96,23.17,-,1.04,-,6.24,3.68,-,-,-,-,-,-,-,-,-,-,-,-
7537.0,1909063318.0,1.25,n.s.,n.s.,n.s.,n.s.,-,1.65,-,4.34,3.11,0.99,1.6,n.s.,n.s.,n.s.,n.s.,-,1.69,-,5.52,5.92,2.54
7538.0,103983.0,0.08,-,n.s.,n.s.,n.s.,-,0.14,-,0.38,n.s.,-,0.08,-,n.s.,n.s.,n.s.,-,0.14,-,0.26,0.51,-
,,0.08,-,n.s.,n.s.,n.s.,-,0.14,-,0.38,n.s.,-,0.08,-,n.s.,n.s.,n.s.,-,0.14,-,0.26,0.51,-
7539.0,1907210048.0,0.51,-,15.94,n.s.,n.s.,-,0.78,-,1.04,3.12,-,-,-,-,-,-,-,-,-,-,-,-
7540.0,1907189545.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7541.0,2007040551.0,0.56,-,-,-,-,-,-,-,-,-,-,0.41,-,-,-,-,-,-,-,-,-,-
7542.0,1941502636.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7543.0,1943088782.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7544.0,1633012985.0,0.34,-,-,-,11.31,-,0.98,-,2.74,2.52,-,0.26,5.45,5.97,7.63,10.92,-,0.54,-,0.99,1.89,-
7545.0,538513.0,0.99,5.43,9.56,8.65,8.65,-,1.45,-,3.35,3.67,-,-,-,-,-,-,-,-,-,-,-,-
7546.0,1907222274.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7547.0,1633031766.0,0.05,1.27,4.34,306.69,n.s.,-,0.1,-,0.12,1.08,-,-,-,-,-,-,-,-,-,-,-,-
7548.0,1907226243.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7549.0,1943138258.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7550.0,1909290512.0,0.44,2.72,3.85,4.07,4.07,-,0.45,-,0.96,0.92,-,0.4,2.62,3.66,3.83,3.83,-,0.45,-,1.29,0.78,-
7551.0,1943238620.0,5.36,-,-,n.s.,n.s.,-,0.52,-,-,1.22,-,11.5,-,-,n.s.,n.s.,-,0.66,-,-,2.1,-
7552.0,169217.0,0.14,5.39,8.12,15.22,25.38,-,0.32,-,0.43,2.16,-,0.13,2.23,2.6,3.24,5.03,-,0.33,-,0.52,1.42,-
7553.0,1943151770.0,0.11,8.51,8.58,117.43,125.73,-,0.26,-,0.99,0.88,-,0.11,7.19,7.34,55.12,59.82,-,0.25,-,0.81,0.89,-
7554.0,1943067422.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7555.0,1601489837.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7556.0,1943126100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7557.0,2007021264.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7558.0,2007462829.0,0.25,-,-,1.79,-,-,0.18,-,-,0.46,-,-,-,-,-,-,-,-,-,-,-,-
7559.0,1909153882.0,0.16,5.86,8.64,5.56,6.38,-,0.1,-,0.14,0.28,-,0.22,5.86,8.75,36.9,51.04,-,0.09,-,0.12,0.3,-
7560.0,1941531782.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7561.0,2007038756.0,0.11,n.s.,n.s.,n.s.,n.s.,-,0.26,-,0.35,1.86,-,0.14,1.67,1.96,2.01,1.69,-,0.32,-,0.87,0.89,-
7562.0,1941050061.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7563.0,1941528611.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7564.0,1943341690.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7565.0,79310.0,4.63,22.14,24.58,24.82,-,-,2.98,-,9.93,4.89,-,5.01,n.s.,n.s.,n.s.,-,-,13.29,-,n.s.,13.29,-
7566.0,644995.0,1.46,-,58.83,58.83,113.14,-,1.76,-,5.14,2.84,-,1.76,-,18.8,18.72,23.43,-,1.98,-,9.28,2.64,-
7567.0,1907239791.0,0.37,-,0.38,n.s.,n.s.,-,0.01,-,0.84,n.s.,-,0.13,-,0.39,n.s.,n.s.,-,0.01,-,1.17,n.s.,-
7568.0,1907181781.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7569.0,1943083527.0,-,-,-,-,-,-,-,-,-,-,-,1.8,20.47,36.92,36.92,52.97,-,2.33,-,8.51,3.74,-
7570.0,430832.0,0.16,5.13,9.04,20.52,89.79,-,0.55,-,1.23,1.56,-,0.14,1.93,2.26,2.5,3.13,-,0.48,-,1.55,1.08,-
7571.0,1941474049.0,0.3,-,-,1.66,1.88,-,0.38,-,-,1.18,-,0.48,-,-,2.22,2.49,-,0.41,-,-,0.56,-
7572.0,1907216355.0,4.46,-,-,n.s.,-,-,11.17,-,-,-,-,0.3,-,-,0.65,0.87,-,0.31,-,-,0.32,-
7573.0,1941037168.0,2.22,11.16,n.s.,n.s.,n.s.,-,4.54,-,15.89,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7574.0,1941344632.0,17.54,-,n.s.,n.s.,n.s.,-,0.22,-,0.15,n.s.,-,2.42,-,59.52,n.s.,n.s.,-,0.23,-,0.15,n.s.,-
7575.0,1943069983.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7576.0,1907203326.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7577.0,1907210165.0,0.08,19.74,19.74,n.s.,n.s.,-,0.08,-,0.12,5.18,-,0.38,n.s.,n.s.,n.s.,n.s.,-,0.11,-,0.12,n.s.,-
7578.0,2007486922.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7579.0,1943071787.0,9.9,-,-,n.s.,n.s.,-,0.6,-,26.31,0.62,-,9.1,-,-,n.s.,n.s.,-,0.17,-,0.23,0.63,-
7580.0,359798.0,0.02,n.s.,n.s.,n.s.,n.s.,-,0.05,-,0.04,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7581.0,1941370289.0,1.24,3.65,3.95,3.95,3.92,-,4.84,-,4.38,n.s.,-,4.02,29.26,29.89,29.89,-,-,24.12,-,33.54,85.94,-
7582.0,1601366693.0,2.88,14.4,15.14,15.1,15.92,-,8.92,-,27.63,13.18,-,-,-,-,-,-,-,-,-,-,-,-
7583.0,628000.0,14.31,-,28.39,28.39,35.16,-,10.23,-,56.04,12.52,-,10.51,-,17.94,17.94,20.86,-,10.39,-,61.08,12.52,-
7584.0,1941017740.0,5.13,n.s.,n.s.,41.26,41.93,-,0.63,-,4.75,0.74,-,0.69,28.08,28.93,72.66,88.96,-,0.6,-,3.52,0.73,-
7585.0,1943211958.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7586.0,2007762665.0,0.56,n.s.,n.s.,n.s.,n.s.,-,0.26,-,0.58,2.63,0.59,-,-,-,-,-,-,-,-,-,-,-
7587.0,1907075672.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7588.0,1943023062.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7589.0,1941329837.0,2.2,-,105.93,94.58,126.26,-,0.77,-,3.94,0.96,-,-,-,-,-,-,-,-,-,-,-,-
7590.0,1907195629.0,1.78,-,-,2.65,3.16,-,6.89,-,11.13,19.08,-,4.06,-,-,n.s.,n.s.,-,9.49,-,43.32,12.15,-
7591.0,2007285965.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7592.0,149114.0,0.1,-,n.s.,-,-,-,0.17,-,0.23,0.75,-,0.13,n.s.,n.s.,n.s.,n.s.,-,0.18,-,0.27,1,-
7593.0,1909267800.0,0.89,7.86,19.28,22.08,22.29,-,0.35,-,1.8,0.44,-,0.8,20.67,53.17,24.2,24.2,-,0.36,-,2.13,0.43,-
7594.0,1907211435.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7595.0,1601386390.0,1.32,n.s.,n.s.,n.s.,n.s.,-,1.82,-,31.65,1.93,-,416.67,-,4999.83,1666.66,1666.66,-,1.84,-,43.1,1.93,-
7596.0,97132.0,-,-,-,-,-,-,-,-,-,-,-,1.05,17.09,33.3,5.28,5.52,-,0.86,-,2.91,1.35,-
7597.0,1907150281.0,0.44,-,3.92,15.49,21.66,-,0.44,-,0.6,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7598.0,1941014647.0,0.98,32.52,47.25,51.64,80.79,-,3.51,-,6.67,55.65,-,0.5,n.s.,n.s.,n.s.,n.s.,-,1.18,-,1.76,8.31,-
7599.0,1601145920.0,0.55,n.s.,n.s.,n.s.,n.s.,-,1.97,-,2.66,8.11,-,0.37,5.48,5.75,5.86,8.16,-,1.45,-,1.89,6.19,-
7600.0,1909589972.0,1.09,-,13.91,8.75,11.11,-,0.26,-,1.97,1.31,-,1,n.s.,n.s.,n.s.,n.s.,-,0.26,-,0.96,1862.08,-
7601.0,1941027221.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7602.0,420160.0,0.44,22.1,197.46,n.s.,n.s.,-,1.18,-,1.28,14.1,-,-,-,-,-,-,-,-,-,-,-,-
7603.0,2007292570.0,2.86,-,52.29,52.29,97.02,-,1.67,-,4.39,3.29,-,2.91,-,70.79,70.79,202.3,-,1.39,-,2.92,3.24,-
7604.0,2007170323.0,0.29,-,-,-,-,-,-,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-
7605.0,1907110960.0,2.86,-,n.s.,n.s.,n.s.,-,1.01,-,3.04,1.47,-,0.72,-,-,6.66,7.62,-,0.42,-,-,1.18,-
7606.0,1941113231.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7607.0,1941471453.0,5.7,-,n.s.,n.s.,n.s.,-,4.01,-,n.s.,0.99,-,-,-,-,-,-,-,-,-,-,-,-
7608.0,2007291099.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7609.0,2007036332.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7610.0,1941525291.0,0.99,-,-,-,-,-,-,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7611.0,2007705705.0,18.87,n.s.,n.s.,n.s.,n.s.,-,2.21,-,1,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7612.0,1943003501.0,0.55,-,4.18,4.17,2.45,-,0.54,-,1.53,0.84,-,0.8,-,-,19.16,19.61,-,0.4,-,-,0.47,-
7613.0,1909527970.0,3.53,n.s.,n.s.,n.s.,n.s.,-,1.42,-,20.77,1.53,-,3.87,n.s.,n.s.,n.s.,n.s.,-,1.45,-,21.07,1.55,-
7614.0,1941746241.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7615.0,1941346958.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7616.0,93710.0,0.5,4.77,5.54,4.99,6.38,-,1.66,-,3.3,3.5,-,0.41,2.07,2.2,2.13,3.11,-,0.9,-,2.01,1.65,-
7617.0,349983.0,1,3.73,3.83,3.96,4.59,-,1.53,-,2.93,3.18,-,1.56,n.s.,n.s.,n.s.,n.s.,-,2.36,-,3.88,6.05,-
7618.0,1907171610.0,0.05,-,0.56,0.79,0.89,-,0.02,-,0.08,0.03,-,-,-,-,-,-,-,-,-,-,-,-
7619.0,1941114377.0,1.42,-,-,n.s.,n.s.,-,0.14,-,-,n.s.,-,0.95,-,-,n.s.,n.s.,-,0.19,-,-,n.s.,-
7620.0,1601450185.0,0.05,n.s.,n.s.,n.s.,n.s.,-,0.05,-,0.06,0.28,-,-,-,-,-,-,-,-,-,-,-,-
7621.0,1909116226.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7622.0,1943143805.0,692.58,n.s.,n.s.,n.s.,n.s.,-,0.29,-,8.72,0.96,-,876.64,n.s.,n.s.,n.s.,n.s.,-,0.26,-,1.55,1.09,-
7623.0,1909477793.0,0.05,3.63,4.12,100,100,-,0.71,-,0.78,8.45,-,0.05,9.62,13.27,n.s.,n.s.,-,0.49,-,0.52,9.49,-
7624.0,515725.0,2.8,-,n.s.,n.s.,n.s.,-,0.75,-,1.59,1.4,-,1.27,-,n.s.,n.s.,n.s.,-,0.48,-,0.25,n.s.,-
7625.0,1943003678.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7626.0,1941156172.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7627.0,1907249643.0,10.42,-,n.s.,n.s.,n.s.,-,0.92,-,n.s.,0.67,-,-,-,-,66.49,66.49,-,10.3,-,-,n.s.,-
7628.0,1943120196.0,1.05,-,-,-,-,-,1.01,-,1.9,2.39,-,-,-,-,-,-,-,-,-,-,-,-
7629.0,2007082367.0,1.86,-,-,22.4,22.23,-,1.34,-,-,2.66,-,-,-,-,-,-,-,-,-,-,-,-
7630.0,1907189389.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7631.0,1943032626.0,0.17,n.s.,n.s.,n.s.,n.s.,-,0.01,-,0.03,0.01,-,0.09,n.s.,n.s.,n.s.,n.s.,-,0.01,-,0.03,0.01,-
7632.0,2007078390.0,1.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7633.0,1909087367.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7634.0,581071.0,1.17,11.19,13.93,20.97,31.71,-,1.61,-,1.94,9.42,-,1.01,8.39,9.62,15.24,22.97,-,1.05,-,1.01,n.s.,-
7635.0,1941299936.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7636.0,323112.0,-,-,-,-,-,-,-,-,-,-,-,0.67,-,1.62,-,-,-,0.84,-,5.39,1.06,0.22
7637.0,2007629093.0,20.95,26.53,38.8,40.49,54.73,-,1.86,-,117.49,2.01,-,-,-,-,-,-,-,-,-,-,-,-
7638.0,1941077756.0,204.9,-,-,n.s.,-,-,2.09,-,-,2.09,-,-,-,-,-,-,-,-,-,-,-,-
7639.0,1943193056.0,6.49,n.s.,n.s.,n.s.,n.s.,-,1,-,1.15,33.94,1.5,6.48,n.s.,n.s.,n.s.,n.s.,-,0.7,-,2.96,n.s.,0.46
7640.0,1907216851.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7641.0,2007205643.0,37.04,-,-,166.67,-,-,14.08,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7642.0,1907130115.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175.35,-,234.35,n.s.,4.92
7643.0,1941393233.0,15.59,958.34,n.s.,33.24,32.47,-,1.77,-,9.96,2.66,-,10.91,315.44,3597.54,n.s.,191.34,-,0.96,-,5.92,1.63,-
7644.0,1941409602.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7645.0,2007150200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7646.0,1943103465.0,0.48,-,2.15,2.63,3.3,-,0.39,-,1.11,0.79,-,0.38,1.45,2.09,2.45,3.08,-,0.39,-,0.89,0.74,-
7647.0,1941485717.0,0.73,-,-,250,-,-,0.44,-,-,-,-,0.04,-,-,1.55,3.14,-,0.04,-,-,0.13,-
7648.0,1941098709.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7649.0,1941069802.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7650.0,2007433778.0,0.87,-,-,3.29,3.87,-,0.5,-,2.33,0.84,-,-,-,-,-,-,-,-,-,-,-,-
7651.0,282167.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7652.0,2007312478.0,-,-,-,-,-,-,0.15,-,0.92,0.18,0.86,-,-,-,-,-,-,0.15,-,0.95,0.18,0.96
7653.0,1941541908.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7654.0,1907204779.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7655.0,1909292578.0,0.8,20.68,53.2,24.22,24.22,-,0.36,-,2.13,0.43,-,0.72,6.37,6.98,7.9,8.29,-,0.24,-,1.76,0.43,-
7656.0,1943062737.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7657.0,1941075210.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7658.0,1941095730.0,5.2,-,-,n.s.,n.s.,-,1.32,-,-,1.36,-,77.52,-,-,n.s.,n.s.,-,1.4,-,-,1.44,-
7659.0,1943246213.0,0.14,9.24,11.74,11.66,12.71,-,0.76,-,4.25,1.31,-,0.2,1.31,1.34,1.36,1.39,-,0.62,-,0.96,2.78,-
7660.0,1943179114.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7661.0,2007034549.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7662.0,1907218421.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7663.0,2007499192.0,1.58,-,-,n.s.,n.s.,-,0.18,-,-,0.85,-,-,-,-,-,-,-,-,-,-,-,-
7664.0,1909091449.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7665.0,118728.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7666.0,1943132701.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7667.0,2007402090.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7668.0,57364.0,0.62,3.64,4.34,4.3,5.94,-,0.87,-,4.36,1.09,-,3.38,19.25,21.65,21.65,31.4,-,220868.26,-,n.s.,220868.26,-
7669.0,2007388941.0,3.59,n.s.,n.s.,n.s.,n.s.,-,10.49,-,448.05,19.03,-,-,-,-,-,-,-,-,-,-,-,-
7670.0,1907132984.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7671.0,1909276607.0,0.05,n.s.,n.s.,n.s.,n.s.,-,0.17,-,0.2,1.14,-,0.15,120.48,n.s.,n.s.,n.s.,-,0.19,-,0.22,1.32,-
7672.0,1943175184.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7673.0,1603013124.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7674.0,2007419510.0,4.96,n.s.,n.s.,n.s.,n.s.,-,3.41,-,5.48,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
7675.0,1941077569.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7676.0,1941579598.0,0.67,n.s.,n.s.,n.s.,n.s.,-,1.57,-,1.97,8.44,-,0.41,n.s.,n.s.,n.s.,n.s.,-,1.36,-,1.47,18.15,-
7677.0,2007439469.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7678.0,1907239837.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7679.0,1907239643.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7680.0,1941055845.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7681.0,2007519147.0,63.47,-,n.s.,n.s.,n.s.,-,0.84,-,21.16,0.87,-,-,-,-,-,-,-,-,-,-,-,-
