unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
160.0,1941299453.0,1580.32,n.s.,n.s.,n.s.,n.s.,n.s.,11.52,n.s.,166.06,n.s.,6.86,-,-,-,-,-,-,-,-,-,1.28,-
161.0,61192.0,1.87,5.02,10.25,-,-,-,0.55,0.55,-,0.86,-,-,-,-,-,-,-,-,-,-,-,-
162.0,1943153069.0,47.25,-,47.25,47.25,47.25,-,36.84,-,1277252.82,36.84,-,-,-,-,-,-,-,-,-,-,-,-
163.0,86012.0,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,-,2.84,-,108899.44,2.84,0.18
164.0,265048.0,2.15,8.52,12.16,18.4,28.79,25.67,1.1,4.57,12.52,4.64,-,1.35,5.21,8.72,17.04,28.76,39.93,0.46,-,5.91,1.67,-
165.0,2007910546.0,4.2,-,-,10.43,-,-,0.5,-,-,1.95,1.53,-,-,-,-,-,-,-,-,-,-,-
166.0,417913.0,4.67,10,23.84,42.29,66.97,67.09,1.45,5.25,19.1,5.25,2.8,4.21,9.25,18.78,28.76,23.51,23.51,1.43,-,18.16,5.95,2.11
167.0,1941175691.0,3.02,8.98,n.s.,n.s.,n.s.,n.s.,0.54,0.93,7.58,0.93,1.08,-,-,-,-,-,-,-,-,-,-,-
168.0,1941606645.0,-,-,-,-,-,-,-,-,-,-,-,1.34,-,-,-,-,-,-,-,-,-,1.38
169.0,68049.0,1.68,10.38,19.52,-,-,-,1.12,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
170.0,1909652886.0,6.02,9.15,16.72,28.53,28.58,21.85,0.6,1.53,14.92,1.59,-,6.79,12.66,32.77,4.68,3.9,3.44,0.74,-,16.81,11.47,6.84
171.0,1909116641.0,0.88,11.7,17.66,21.76,32.34,32.34,2.39,5.52,8.15,5.52,1.01,-,-,-,-,-,-,-,-,-,0.92,-
172.0,1909222908.0,3.24,13.6,104.6,n.s.,n.s.,n.s.,1.4,44.39,9.15,44.61,-,-,7.75,-,-,-,-,0.35,-,2.89,-,-
173.0,1909117042.0,2.2,12.69,21.31,19.3,32.72,32.86,0.81,2.72,6.28,2.72,1.46,-,-,-,-,-,-,-,-,-,1.49,-
174.0,1909405821.0,0.16,0.94,1.17,1.4,2.08,1.19,0.1,0.31,0.4,0.33,0.11,0.16,0.89,1.1,1.27,1.67,1.79,0.1,-,0.41,0.33,0.1
175.0,62306.0,1.64,10.09,18.97,-,-,-,1.09,-,-,2.92,-,-,-,-,-,-,-,-,-,-,-,-
176.0,96084.0,5.36,10.56,20.2,37.43,60.37,26.27,1.42,3.81,7.26,3.85,-,4.56,8.69,15.39,30.1,46.5,11.23,1.16,-,23.19,2.91,-
177.0,93145.0,0.37,5.97,8.47,9.92,16.68,17,1,3.09,2.97,3.09,-,-,-,-,-,-,-,-,-,-,-,-
178.0,1941336059.0,-,-,-,-,-,-,-,-,-,-,-,1.29,-,-,-,-,-,-,-,-,-,1.34
179.0,1909067843.0,-,-,-,22.72,22.72,-,8.16,-,n.s.,8.16,6.08,-,-,-,5517.22,5517.22,-,8.16,-,n.s.,8.16,6.08
180.0,209442.0,8.67,35.52,40.5,34.47,45.76,-,3.14,-,9.99,6.91,-,13.23,87.67,1320.9,n.s.,n.s.,-,3.92,-,9.81,8.79,-
181.0,290572.0,3.88,25.73,53.78,63.42,102.09,103.53,2.08,3.08,7.29,3.08,-,-,-,-,-,-,-,-,-,-,-,-
182.0,1909251633.0,-,-,-,-,-,-,-,-,-,-,-,34.92,n.s.,n.s.,92.51,105.35,105.35,1.03,-,2.97,3.98,3.71
183.0,1603019909.0,11.69,17.15,18.02,18.02,25.6,-,1.27,-,2.53,2.88,1.61,10.74,15.97,16.8,16.8,23.86,-,1.36,-,3.02,2.78,1.38
184.0,1909416474.0,43.17,16130.74,n.s.,194.84,134.86,-,1.88,-,3.37,6.43,1,-,-,-,-,-,-,-,-,-,0.97,-
185.0,2007802332.0,0.72,-,-,11.61,12.15,-,0.62,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-
186.0,1601209962.0,-,-,-,-,-,-,-,-,-,-,-,12.03,15.94,18.59,16.62,17.3,-,2.93,-,42.24,3.3,2.16
187.0,550172.0,1.67,9.69,14.06,23.66,34.4,34.4,0.73,2.68,7.71,2.68,-,2.13,6.73,34.45,176.45,50.86,35.58,-,-,-,-,-
188.0,71017.0,550.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
189.0,1909099513.0,2.93,14.57,16.98,20.7,27.64,27.64,2.55,39.72,10.03,39.72,1.41,-,-,-,-,-,-,-,-,-,1.23,-
190.0,98403.0,43.25,115,n.s.,n.s.,n.s.,n.s.,6.63,80.96,10.66,80.96,-,4.55,13.51,20.36,83.98,204.08,204.08,0.68,-,1.7,2.69,-
191.0,1601473789.0,-,-,-,-,-,-,-,-,-,-,1.48,-,-,n.s.,n.s.,-,-,0.32,-,62.07,0.32,-
192.0,2007194004.0,7.57,169.04,171.53,164.69,291.11,291.11,2.86,5.35,6.6,5.35,1.2,-,-,-,-,-,-,-,-,-,0,-
193.0,1601438501.0,-,-,-,-,-,-,-,-,-,-,-,46.08,-,-,-,-,-,-,-,-,-,1.02
194.0,47952.0,5.2,25.49,30.48,-,60.96,-,4.5,18.86,-,13.94,-,5.2,25.5,30.5,-,105.99,-,4.5,-,-,13.95,-
195.0,67957.0,13,39.12,64.87,72.71,78.35,-,11.31,-,26.95,42.7,-,7.99,18.68,25.93,27.19,40.36,-,8.29,-,16.45,19.19,-
196.0,2007354992.0,1.55,8.46,n.s.,n.s.,n.s.,-,0.99,-,2.21,1.96,-,-,-,-,-,-,-,-,-,-,-,-
197.0,1941451929.0,3.69,11.28,21.03,39.28,44.82,48.96,0.9,3.68,9.32,3.77,1.98,4.28,12.63,27.37,91.68,77.66,94.51,0.81,-,6.74,3.52,2.32
198.0,1909138057.0,118,n.s.,n.s.,n.s.,n.s.,n.s.,17.94,61.81,131.65,61.81,6.3,-,-,-,-,-,-,-,-,-,0.82,-
199.0,328306.0,0.4,2.78,n.s.,n.s.,n.s.,n.s.,0.48,1.95,1.33,1.95,-,-,-,-,-,-,-,-,-,-,-,-
200.0,175635.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201.0,187805.0,5.87,18.26,23.53,23.53,32.75,29.7,5.73,13.22,11.69,16.56,-,5.76,17.86,32.59,31.38,67.82,67.87,6.27,-,9.73,79.2,-
202.0,1909179716.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
203.0,99129.0,1.42,10.27,15.64,27.96,32.03,44.26,0.84,3.51,3.29,3.51,-,3.27,10.33,15.41,23.52,30.14,31.17,1.26,-,9.05,3.51,-
204.0,1909093155.0,14.48,n.s.,n.s.,n.s.,n.s.,n.s.,25.13,49.29,61.66,49.29,-,9.41,n.s.,n.s.,n.s.,n.s.,n.s.,14.76,-,41.86,29.23,-
205.0,127514.0,2.64,12.56,17,18.21,30.88,33.19,2.05,20.01,9.24,20.01,-,-,-,-,-,-,-,-,-,-,-,-
206.0,1907228671.0,18.02,-,29.25,26.15,30.78,-,3.43,-,56.28,3.65,-,13.78,-,-,27.3,31.97,-,3.03,-,-,3.53,-
207.0,1601266662.0,0.57,5.88,n.s.,n.s.,n.s.,n.s.,0.41,1.07,2.4,1.08,0.99,-,-,-,-,-,-,-,-,-,0.8,-
208.0,206965.0,2.12,10.85,14.81,12.15,20.32,20.26,1.68,2.23,8.87,2.23,-,-,-,-,-,-,-,-,-,-,-,-
209.0,48167.0,-,-,-,-,-,-,-,-,-,-,-,1.68,-,-,-,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,1.68,-,-,-,n.s.,-,-,-,-,-,-
210.0,1943143426.0,42.64,-,n.s.,n.s.,n.s.,-,0.68,-,7.34,1.17,-,-,-,-,-,-,-,-,-,-,-,-
211.0,2008040273.0,29.53,-,11.52,15.36,20.07,-,0.07,-,0.12,1.32,-,-,-,-,-,-,-,-,-,-,-,-
212.0,60953.0,50.72,-,-,-,-,-,2.46,-,11.01,4.64,-,58.25,n.s.,n.s.,33.54,33.6,-,1.79,-,5.71,4.22,-
213.0,509002.0,2.7,13.43,18.64,17.69,22.75,22.75,2.25,4.13,8.55,4.13,1.1,-,-,-,-,-,-,-,-,-,0.7,-
214.0,1000000551.0,21.69,-,-,27.1,-,-,1.19,-,-,2.28,0.86,22.92,-,-,26.16,-,-,1.16,-,-,2.18,1.01
215.0,106976.0,1.74,9.82,17.61,22.46,31.19,31.19,1.46,3.04,13.49,3.04,-,-,-,-,-,-,-,-,-,-,-,-
216.0,1909129040.0,14.07,27.48,28.04,n.s.,n.s.,n.s.,0.97,1.95,11,1.95,2.25,-,-,-,-,-,-,-,-,-,1.36,-
217.0,144385.0,77.23,133.55,258.54,4.68,7.85,-,1.22,-,129.96,1.24,-,-,-,-,-,-,-,-,-,-,-,-
218.0,106949.0,1.73,9.75,17.49,22.3,30.96,30.96,1.45,3.02,13.4,3.02,-,-,-,-,-,-,-,-,-,-,-,-
219.0,1909106610.0,1.96,14.58,21.33,30.08,41.85,30.56,3.16,15.91,11.48,15.91,1.89,1.88,12.48,16.67,28.84,36.32,36.15,2.84,-,9.52,12.09,1
220.0,1943246936.0,7.99,-,-,8.64,8.63,-,1.2,-,51.32,1.38,1.42,n.s.,-,-,n.s.,n.s.,-,1.34,-,92,2.17,1.65
221.0,253036.0,3.07,13.08,18.69,32.93,51.05,51.05,1.6,7.13,23.12,7.43,-,2.72,10.63,14.43,21.28,33.4,33.4,1.62,-,21.94,6.17,-
222.0,248398.0,3.37,22.33,46.68,55.05,88.61,89.87,1.81,2.67,6.33,2.67,-,-,-,-,-,-,-,-,-,-,-,-
223.0,2007158316.0,1.98,2.56,3.44,3.4,4.27,4.27,0.95,1.91,5.35,1.91,1.3,-,-,-,-,-,-,-,-,-,1.07,-
224.0,107600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.84
225.0,108417.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,78.79,-,15.07,-,57.78,21.49,-
226.0,1601474417.0,-,-,-,-,-,-,-,-,-,-,-,41.96,-,-,-,-,-,-,-,-,-,0.93
227.0,260665.0,18888862.65,187397516.98,187397516.98,187397516.98,187397516.98,-,1308949.78,-,2579172.54,2657807.31,-,139860139.86,-,-,-,-,-,1281055.59,-,2469295.85,2662176.46,-
228.0,90499.0,3.98,7.93,9.37,6.73,6.74,-,0.74,-,1.83,1.87,-,5.31,-,n.s.,n.s.,n.s.,-,1.32,-,3.67,4.39,-
229.0,1943167898.0,-,-,-,-,-,-,16.03,-,863.56,16.34,1.57,-,-,-,-,-,-,-,-,-,0.85,-
230.0,1907081412.0,0.46,15.67,16.82,21.23,24.59,-,0.34,-,1.26,0.67,0.92,-,-,-,-,-,-,-,-,-,0,-
231.0,86503.0,18.85,-,-,-,n.s.,-,-,44.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
232.0,1941438905.0,11.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
233.0,1941090061.0,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
234.0,108175.0,1.28,6.19,10.79,19.68,34.18,n.s.,0.73,3.04,2.9,3.16,-,1.3,6.94,n.s.,16.77,27.45,30.8,0.73,-,5.66,3.36,-
235.0,140027.0,-,-,-,-,-,-,-,-,-,-,-,321.91,n.s.,n.s.,n.s.,n.s.,-,1.2,-,198.57,1.32,-
236.0,1909240827.0,26.58,-,-,-,405.17,-,3.84,-,42.81,9.26,-,-,-,-,-,-,-,-,-,-,-,-
237.0,1909429326.0,4.06,-,-,-,-,-,2.35,-,-,3.88,-,7493,-,-,-,-,-,-,-,-,-,-
238.0,1909619873.0,6.62,-,12.96,7,9.54,-,0.91,-,8.89,1.23,-,6.04,11.06,18.62,14.47,27.73,-,1.29,-,2.85,3.52,-
239.0,1943057291.0,2.27,-,15.56,15.17,17.78,-,1.57,-,4.62,3.1,-,-,-,-,-,-,-,-,-,-,-,-
240.0,2007306613.0,1.13,3.61,n.s.,5.69,4.75,4.75,0.62,1.26,4.28,1.26,1.03,-,-,-,-,-,-,-,-,-,-,-
241.0,102388.0,2.33,9.69,16.1,28.83,28.83,-,0.71,-,-,1.95,-,-,-,-,-,-,-,-,-,-,-,-
242.0,1941394676.0,4.01,97.14,n.s.,n.s.,n.s.,n.s.,3.06,5.15,20.5,5.15,1.06,-,-,-,-,-,-,-,-,-,1.08,-
243.0,1943285492.0,5.18,8.63,14.42,23.5,33,-,0.68,-,13.06,2.9,1.56,5.13,9.19,16.61,32.25,45.93,-,0.73,-,12.6,5.33,1.43
244.0,2007847498.0,14.88,41.58,n.s.,n.s.,n.s.,n.s.,1.19,1.31,49.72,1.31,1.33,-,-,-,-,-,-,-,-,-,0.92,-
245.0,1941054113.0,1.44,7.59,10.17,14.57,22.83,23.73,1.48,20.09,7.27,21.86,1.51,-,-,-,-,-,-,-,-,-,-,-
246.0,1941143890.0,3.58,12.5,20.27,13.7,18.48,17.45,0.87,2.04,15.94,2.05,1.81,-,-,-,-,-,-,-,-,-,1.58,-
247.0,156712.0,379.65,-,-,393.12,-,-,77.31,-,-,80.41,-,-,-,-,-,-,-,-,-,-,-,-
248.0,91876.0,11.18,-,-,-,36.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
249.0,90110.0,1.55,7.44,11.37,14,20.88,20.88,1.4,3.02,12.07,3.02,-,1.62,9.11,16.35,20.85,28.94,28.94,1.35,-,12.52,2.82,-
250.0,1941313935.0,-,-,-,-,-,-,-,-,-,-,1.15,-,-,n.s.,n.s.,-,-,6.52,-,59.1,7.32,1.89
251.0,61040.0,10.16,-,22.22,25.47,42.66,19.92,0.33,4.44,16.65,4.5,-,10.63,21.08,37.6,46.02,69.3,17.42,1.96,-,24.88,4.7,-
252.0,1941054147.0,20.26,9.48,9.52,12.2,12.25,12.98,0.51,0.84,19.15,0.84,1.16,22.59,60.54,61.65,n.s.,n.s.,n.s.,0.57,-,20.64,0.93,2
253.0,2007950189.0,6.05,-,-,12.34,-,-,0.38,-,-,4.66,1.2,-,-,-,-,-,-,-,-,-,-,-
254.0,532967.0,-,-,-,-,-,-,-,-,-,-,-,5.69,-,-,n.s.,-,-,0.12,-,-,127.74,1.81
255.0,81777.0,-,-,-,-,-,-,-,-,-,-,-,11.86,66.95,127.42,11.5,11.5,-,2.85,-,11.53,9.2,-
256.0,1943332581.0,112.85,-,1380.75,1503.95,1590.22,-,68.98,-,202.53,111.82,0.69,-,-,-,-,-,-,-,-,-,-,-
257.0,95834.0,-,-,-,-,-,-,-,-,-,-,-,635.19,-,n.s.,n.s.,-,-,0.49,-,14.19,0.51,2.04
258.0,221082.0,-,-,-,-,-,-,-,-,-,-,-,2.01,-,5.97,9.97,11.88,11.88,1.02,-,3.68,3.84,0.91
259.0,97970.0,0.7,3.05,4.64,5.88,9.85,10.3,0.28,0.95,2.04,0.95,-,0.73,3.03,4.52,5.92,9.63,9.64,0.27,-,2.25,0.9,-
260.0,91856.0,3.86,-,-,9.24,-,-,0.18,-,-,2.06,-,-,-,-,-,-,-,-,-,-,-,-
261.0,1941202971.0,-,-,-,-,-,-,-,-,-,-,1.08,-,-,-,-,-,-,-,-,-,0.2,-
262.0,61027.0,5.34,-,25.7,35.09,58.76,58.97,4.28,6.81,25.66,6.91,-,-,-,-,-,-,-,-,-,-,-,-
263.0,91280.0,-,-,-,-,-,-,-,-,-,-,-,12.09,68.25,129.89,11.72,11.72,-,2.91,-,11.76,9.37,-
264.0,106951.0,1.49,7.17,10.95,13.49,20.12,20.12,1.35,2.91,11.63,2.91,-,1.56,8.78,15.76,20.09,27.89,27.89,1.3,-,12.07,2.72,-
265.0,2007867950.0,9.52,151.91,n.s.,n.s.,n.s.,n.s.,4.86,7.41,61.46,7.42,1.49,-,-,-,-,-,-,-,-,-,-,-
266.0,1941512782.0,5.61,68.81,n.s.,n.s.,n.s.,n.s.,3.78,7.44,25.74,7.44,2.59,4.64,33.66,45.99,n.s.,n.s.,n.s.,3.65,-,18.05,7.95,1.11
267.0,79795.0,2.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
268.0,315564.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
269.0,246124.0,5.41,-,-,14.92,-,-,0.3,-,-,2.27,-,-,-,-,-,-,-,-,-,-,-,-
270.0,1909650106.0,6.95,46.09,n.s.,n.s.,n.s.,n.s.,4.31,8.79,39.32,8.79,1.18,-,-,-,-,-,-,-,-,-,0.97,-
271.0,1909627513.0,1.66,11.49,16.03,23.8,31.26,30.13,1.9,5.59,9.69,5.59,1.63,-,-,-,-,-,-,-,-,-,1.15,-
272.0,1907041309.0,41.57,-,-,-,496.76,-,4.63,-,79.97,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
273.0,1941697088.0,3.87,7.17,13.55,18.28,79.14,47.65,0.84,1.35,15.76,1.6,1.76,3.68,8.43,n.s.,n.s.,n.s.,n.s.,1.03,-,13.69,2.03,1.25
274.0,1941494542.0,-,-,-,-,-,-,-,-,-,-,1.12,-,-,n.s.,n.s.,-,-,3.47,-,2564.05,3.47,1.46
275.0,1601486442.0,-,-,-,-,-,-,-,-,-,-,0.74,-,-,n.s.,n.s.,-,-,1.82,-,3.29,4.07,2.31
276.0,1909478194.0,91.56,n.s.,n.s.,14.79,13.35,-,0.47,-,1.27,1.42,1.03,0.7,8.67,18.35,12.7,16.64,-,0.25,-,0.45,1.02,1.33
277.0,2007619309.0,2.94,5.63,12.48,14.6,17.93,17.93,1.46,6.46,6.07,6.47,0.74,-,-,-,-,-,-,-,-,-,-,-
278.0,174609.0,16.46,29.7,31.11,28.74,44.93,44.93,3.23,6,118.35,6,1.41,9.8,n.s.,n.s.,n.s.,n.s.,n.s.,0.7,-,16.44,0.94,0.55
279.0,1601432358.0,3.71,-,-,n.s.,-,-,0.1,-,-,2,-,4.22,-,-,7.22,-,-,0.1,-,-,1.44,-
280.0,1909052175.0,2.78,-,53.19,47.9,52.95,-,2.79,-,13.67,4.6,1.09,-,-,-,-,-,-,-,-,-,0.76,-
281.0,1941189620.0,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,-,-,5.2,-,47.21,5.85,1.51
282.0,1943282031.0,2075708.05,-,n.s.,n.s.,n.s.,-,1.09,-,348161.44,1.09,-,-,-,-,-,-,-,-,-,-,-,-
283.0,2007698583.0,49.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
284.0,1941544263.0,56.83,-,-,91.33,-,-,2.15,-,-,2.18,2.78,-,-,-,-,-,-,-,-,-,2.33,-
285.0,1941530882.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286.0,106971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.76
287.0,1941413861.0,1.6,-,-,22.63,-,-,0.04,-,-,0.6,1.66,1.7,-,-,n.s.,-,-,0.04,-,-,0.86,1.33
288.0,1907250340.0,4.94,16.42,18.51,21.02,32.03,-,4.95,-,32.95,8.66,4.97,6.49,24.8,29.84,37.28,58.92,-,4.96,-,21.24,8.44,4.25
289.0,1941321485.0,2.73,11.35,15.13,16.94,21.21,20.98,2.06,4.45,19.94,4.45,1.04,4.28,30.21,89.34,n.s.,193.16,202.91,2.2,-,35.13,4.26,1.59
290.0,1943119638.0,6.1,11.02,34.47,n.s.,n.s.,n.s.,0.6,1.23,7.08,1.23,1.16,-,-,-,-,-,-,-,-,-,0.27,-
291.0,1909509685.0,0.83,10.82,17.08,26.46,34.22,51.22,1.15,2.79,6.5,3.77,1.56,-,-,-,-,-,-,-,-,-,1.45,-
292.0,1909265619.0,3.19,20.23,27.27,33.65,44.41,41.61,2.31,5.28,17.44,5.28,1.94,-,-,-,-,-,-,-,-,-,1.09,-
293.0,1601022663.0,2.06,16.45,23.17,35.79,80.94,-,1.15,-,9.16,2.47,0.98,2.02,10.27,12.76,15.88,21.48,-,1.14,-,7,2.53,0.96
294.0,1907055571.0,9.4,-,-,29.71,-,-,0.94,-,-,-,1.37,-,-,-,-,-,-,-,-,-,-,-
295.0,90450.0,5.45,7.82,14.54,20.29,53.55,85.96,1.1,3.01,12.23,3.26,-,-,-,-,-,-,-,-,-,-,-,-
296.0,105908.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.73
297.0,583451.0,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
298.0,107075.0,2.07,6.33,7.71,9.4,10.15,10.89,1.27,2.42,6.03,3.02,-,-,-,-,-,-,-,-,-,-,-,-
299.0,363257.0,-,-,-,-,-,-,-,-,-,-,-,1081.47,n.s.,n.s.,4.3,4.33,-,1.43,-,4.86,3.19,-
300.0,61015.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.11
301.0,1909178088.0,0.54,9.12,14.82,54.78,68.48,787.5,0.98,3.93,2.3,3.93,2.04,0.57,9.94,14.38,13.73,9.28,11.91,1.14,-,3.1,3.4,2.64
302.0,175476.0,2.78,18.41,38.48,45.38,73.04,74.08,1.49,2.2,5.22,2.2,-,-,-,-,-,-,-,-,-,-,-,-
303.0,211463.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,-,0.88,-,4.48,1.1,-
304.0,1909192573.0,3.27,6.27,10.49,27.78,51.12,51.12,1.64,n.s.,7.12,n.s.,1.03,3.07,5.98,10.33,20.29,31.8,31.8,1.55,-,6.37,n.s.,0.96
305.0,324411.0,2.83,13.93,14.99,15.75,25.35,25.46,1.15,1.92,7.86,1.92,-,-,-,-,-,-,-,-,-,-,-,-
306.0,1941278844.0,2.63,9.41,25.24,107.7,107.36,105.72,0.59,1.47,5.77,1.47,0.89,-,-,-,-,-,-,-,-,-,-,-
307.0,1601286145.0,-,-,-,-,-,-,-,-,-,-,-,3.75,6.5,8.38,8.3,11.46,-,2.58,-,5.33,5.48,0.69
308.0,223320.0,4.83,-,-,7.96,-,-,0.27,-,-,3.01,-,-,-,-,-,-,-,-,-,-,-,-
309.0,1909639749.0,2.39,9.27,13.95,129.64,151.85,96.87,1.55,n.s.,18.47,n.s.,3.25,-,-,-,-,-,-,-,-,-,2.76,-
310.0,2007107379.0,1.14,1.86,2.1,4.32,5.16,5.16,0.92,2.12,5.98,2.12,1.01,2.39,6.84,12.15,5.55,7.01,7.01,0.85,-,10.47,1.62,0.83
311.0,117149.0,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,25.94,27.16,27.21,-,5.9,-,35.2,7.92,1.48
312.0,307914.0,2.78,13.66,14.71,15.45,24.87,24.98,1.12,1.88,7.71,1.88,-,-,-,-,-,-,-,-,-,-,-,-
313.0,1907148739.0,3.02,55.27,n.s.,n.s.,n.s.,n.s.,0.68,4.97,1.27,4.97,6.66,-,-,-,-,-,-,-,-,-,-,-
314.0,1943082893.0,0.85,-,12.69,12.02,15.79,-,2.07,-,5.36,3.41,-,-,-,-,-,-,-,-,-,-,-,-
315.0,92640.0,0.35,5.66,7.42,8.53,13.57,13.57,1.01,3.3,3.91,3.3,-,-,-,-,-,-,-,-,-,-,-,-
316.0,1939050782.0,5.29,71.54,87.68,41.09,36.44,-,1.8,-,12.79,4.06,2.82,6.07,1188.48,n.s.,n.s.,n.s.,-,1.89,-,22.87,6.31,2.5
317.0,2007639681.0,24.53,n.s.,n.s.,18.32,18.35,-,1.78,-,13.48,3.16,-,-,-,-,-,-,-,-,-,-,-,-
318.0,111633.0,0.83,-,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
319.0,188182.0,0.43,16.71,18.5,21.37,35.32,35.63,1.62,6.18,2.84,6.18,-,-,-,-,-,-,-,-,-,-,-,-
320.0,1909114026.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
321.0,244351.0,1.24,11.74,22.46,34.81,48,48,1,2.77,5.17,2.77,-,-,-,-,-,-,-,-,-,-,-,-
322.0,2007639015.0,4.83,35.33,36.41,33.28,43.73,-,8.41,-,14.94,26.81,-,-,-,-,-,-,-,-,-,-,-,-
323.0,1941197332.0,4.3,13.25,14.95,18.23,23.94,29.87,3.92,27.78,31.43,33.05,1.5,-,-,-,-,-,-,-,-,-,-,-
324.0,104184.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.57
325.0,2007109187.0,10.94,16.42,35.15,65.78,111.98,111.98,1.07,2.34,2.33,2.34,1.34,11.47,17.75,36.13,36.08,64.26,64.26,1.1,-,2.67,2.34,1.38
326.0,1907206228.0,-,-,-,-,-,-,-,-,-,-,-,2.8,-,20.24,19.07,22.13,-,2.44,-,8.99,3.73,0.74
327.0,1907250416.0,8.99,-,-,20.74,-,-,0.55,-,-,2.13,1.22,9.53,-,-,19.33,-,-,0.52,-,-,1.96,2.3
328.0,1941007786.0,1.83,11.12,21.35,27.12,45.24,51.65,2.04,n.s.,10.33,n.s.,1.89,-,-,-,-,-,-,-,-,-,1.55,-
329.0,1907158884.0,2.35,8.35,22.67,20.99,24.84,24.84,1.5,2.51,8.7,2.51,1.77,2.23,7.66,18.27,18.21,21.91,21.91,1.59,-,8.56,2.29,1.54
330.0,73338.0,12.39,880.42,n.s.,n.s.,n.s.,n.s.,4.23,n.s.,33.93,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
331.0,1943250136.0,93.86,-,-,13.88,13.88,-,1.81,-,-,2.27,-,-,-,-,-,-,-,-,-,-,-,-
332.0,1943309729.0,0.69,-,3.76,6.13,7.38,-,0.3,-,0.78,1.13,-,0.61,-,3,3.76,4.62,-,0.3,-,0.83,1.05,-
333.0,1941614239.0,-,-,-,-,-,-,16.06,-,32011.23,16.12,-,-,-,-,-,-,-,-,-,-,-,-
334.0,2007180511.0,2055.36,n.s.,n.s.,n.s.,n.s.,-,4735.91,-,8580.93,21155.41,1.71,-,-,-,-,-,-,-,-,-,-,-
335.0,1941486382.0,4.64,56.84,n.s.,n.s.,n.s.,n.s.,3.12,6.15,21.26,6.15,2.14,3.83,27.8,37.99,n.s.,n.s.,n.s.,3.02,-,14.91,6.57,0.92
336.0,1909005937.0,4.15,7.01,10.15,9.89,16.07,-,2.54,-,4.39,6.25,0.72,4.18,10.34,11.09,10.38,13.8,-,2.62,-,4.71,5.94,1.05
337.0,77289.0,2.47,12.75,16.18,20.6,32.69,76.92,1.93,7.99,6.96,7.99,-,-,-,-,-,-,-,-,-,-,-,-
338.0,70882.0,-,-,-,-,-,-,-,-,-,-,-,4.57,-,-,-,-,-,-,-,-,-,-
